LoyaltyNumber,CustomerID,MembershipLevel,JoinDate,CurrentPoints,LifetimePointsEarned,LifetimePointsRedeemed
103763,3763,Silver,2026-02-20,6350,29225,22810
103764,3764,Silver,2023-03-12,4890,73921,53549
103765,3765,Silver,2021-09-03,2055,56519,47089
103766,3766,Silver,2025-05-31,6473,43501,54005
103767,3767,Bronze,2022-11-17,2723,72578,42239
103768,3768,Bronze,2025-06-21,3365,77185,32063
103769,3769,Bronze,2023-07-19,9607,49073,1533
103770,3770,Silver,2024-05-28,9,66378,56306
103771,3771,Silver,2023-07-15,4937,465,27439
103772,3772,Gold,2023-07-15,5953,54204,55475
103773,3773,Gold,2026-07-17,2779,5945,35759
103774,3774,Bronze,2025-03-29,1692,74161,55207
103775,3775,Gold,2025-07-27,9748,6189,10872
103776,3776,Bronze,2022-04-20,1273,48780,50897
103777,3777,Gold,2025-11-21,4903,31320,40612
103778,3778,Bronze,2025-10-23,4244,71169,37514
103779,3779,Platinum,2021-10-15,9581,29613,11360
103780,3780,Gold,2026-02-24,5709,25321,16204
103781,3781,Bronze,2021-11-07,107,22090,16035
103782,3782,Bronze,2025-12-05,667,20280,53057
103783,3783,Bronze,2022-09-22,5429,45195,55935
103784,3784,Platinum,2025-11-23,1859,29754,22127
103785,3785,Bronze,2022-05-29,547,29727,56054
103786,3786,Silver,2026-02-11,8262,72764,52988
103787,3787,Silver,2022-01-12,3410,25480,49483
103788,3788,Gold,2025-10-28,3157,21360,19303
103789,3789,Gold,2022-09-29,6457,21492,38803
103790,3790,Silver,2025-02-18,118,70538,1746
103791,3791,Bronze,2022-11-01,8820,30310,8024
103792,3792,Bronze,2023-02-22,4414,35518,5928
103793,3793,Bronze,2024-01-19,9499,7640,29119
103794,3794,Gold,2025-04-24,9804,51587,20516
103795,3795,Platinum,2025-10-21,9849,17650,3698
103796,3796,Bronze,2024-11-18,3976,65165,26311
103797,3797,Bronze,2026-05-09,7882,60365,20249
103798,3798,Silver,2026-04-29,4552,21078,4296
103799,3799,Platinum,2023-05-02,6290,23988,39013
103800,3800,Gold,2025-04-04,4394,12277,37116
103801,3801,Bronze,2022-08-22,7342,44913,40772
103802,3802,Platinum,2026-06-20,1602,76902,8679
103803,3803,Bronze,2024-02-05,7312,10063,46071
103804,3804,Bronze,2026-01-09,7890,48908,15212
103805,3805,Gold,2022-10-09,2098,55615,56031
103806,3806,Platinum,2026-04-30,7757,41846,9905
103807,3807,Silver,2023-09-29,8334,52350,16506
103808,3808,Bronze,2026-05-07,2324,3429,58350
103809,3809,Silver,2021-10-10,1973,58894,52995
103810,3810,Gold,2023-01-03,433,691,37426
103811,3811,Silver,2024-08-21,8733,35303,20670
103812,3812,Gold,2025-09-13,4431,8106,12520
103813,3813,Bronze,2022-03-25,1734,8330,23188
103814,3814,Silver,2026-02-22,5437,46581,650
103815,3815,Bronze,2026-01-23,4438,27609,47172
103816,3816,Gold,2023-06-14,1644,76369,41933
103817,3817,Bronze,2025-04-08,3895,6570,33909
103818,3818,Gold,2022-09-28,7948,77600,30211
103819,3819,Silver,2022-03-31,4275,61197,39679
103820,3820,Platinum,2024-08-11,6133,33041,56358
103821,3821,Bronze,2023-10-14,1530,65861,35733
103822,3822,Bronze,2023-11-02,4167,42218,45902
103823,3823,Platinum,2025-12-24,1793,77524,11818
103824,3824,Gold,2023-11-14,121,39750,50571
103825,3825,Silver,2025-01-23,8071,5532,28273
103826,3826,Silver,2025-09-12,6262,75411,12994
103827,3827,Platinum,2024-10-21,3841,22402,38594
103828,3828,Silver,2025-11-14,9145,56460,23218
103829,3829,Bronze,2025-06-16,936,21848,22301
103830,3830,Silver,2026-05-12,8894,38089,28396
103831,3831,Bronze,2021-10-30,8515,43818,41716
103832,3832,Silver,2025-06-04,5886,69213,34760
103833,3833,Bronze,2025-07-12,8871,22617,50779
103834,3834,Bronze,2026-06-15,7163,62729,8845
103835,3835,Silver,2021-12-25,2816,2457,48474
103836,3836,Silver,2023-09-10,6519,63310,8213
103837,3837,Silver,2023-09-12,2757,47602,19997
103838,3838,Platinum,2024-08-24,5224,49020,5252
103839,3839,Gold,2023-06-24,6419,22221,36401
103840,3840,Bronze,2022-01-19,3007,46022,565
103841,3841,Gold,2024-10-16,8737,24132,23112
103842,3842,Gold,2023-07-24,6647,22120,49606
103843,3843,Gold,2021-08-26,4913,58718,11278
103844,3844,Silver,2024-12-25,3091,77299,49838
103845,3845,Bronze,2025-04-25,2953,1766,5940
103846,3846,Gold,2025-05-04,2777,21402,16101
103847,3847,Platinum,2022-05-18,1428,37779,37337
103848,3848,Silver,2025-05-15,9732,1600,51646
103849,3849,Bronze,2024-10-15,6840,51797,11156
103850,3850,Gold,2025-08-07,7264,5311,8806
103851,3851,Silver,2025-10-07,4,34477,54463
103852,3852,Gold,2023-10-06,862,76215,23678
103853,3853,Silver,2026-02-26,3032,8849,31274
103854,3854,Gold,2022-12-27,644,2559,47000
103855,3855,Bronze,2025-03-10,1226,6640,48321
103856,3856,Gold,2022-02-27,9419,28884,16096
103857,3857,Bronze,2026-08-04,3289,70714,40579
103858,3858,Bronze,2022-05-17,2626,39143,54811
103859,3859,Silver,2024-12-07,1422,77679,14561
103860,3860,Bronze,2024-01-13,94,6231,27516
103861,3861,Platinum,2022-09-04,8665,18917,30238
103862,3862,Silver,2024-03-14,610,42091,26212
103863,3863,Bronze,2025-11-09,1816,54886,54457
103864,3864,Gold,2024-01-02,7766,57237,57036
103865,3865,Bronze,2023-01-31,4610,28724,46446
103866,3866,Silver,2026-02-02,5799,1453,965
103867,3867,Silver,2026-02-25,3739,60790,11368
103868,3868,Bronze,2026-05-04,6941,11913,29143
103869,3869,Gold,2022-01-30,2402,29320,44125
103870,3870,Bronze,2021-08-21,3247,53887,7514
103871,3871,Bronze,2021-10-02,4243,37208,46697
103872,3872,Bronze,2023-04-17,7131,39378,8992
103873,3873,Platinum,2023-11-05,1624,51098,22869
103874,3874,Bronze,2026-06-09,4713,15344,59991
103875,3875,Gold,2024-11-07,7532,23519,30403
103876,3876,Silver,2022-02-11,6362,68697,23724
103877,3877,Silver,2024-11-04,6884,4247,27655
103878,3878,Gold,2021-10-27,3414,33000,39610
103879,3879,Bronze,2022-04-27,737,36465,57671
103880,3880,Silver,2022-02-28,1138,62147,21482
103881,3881,Gold,2023-06-28,1639,67156,36076
103882,3882,Silver,2022-12-05,1417,64903,40614
103883,3883,Silver,2022-09-09,3093,22701,19646
103884,3884,Silver,2023-04-17,674,22211,18810
103885,3885,Silver,2026-05-01,7295,40424,17472
103886,3886,Gold,2024-06-07,1274,65139,11024
103887,3887,Bronze,2025-06-30,5658,56251,51177
103888,3888,Bronze,2026-01-28,3217,65764,53996
103889,3889,Bronze,2022-06-17,4186,58903,37373
103890,3890,Gold,2023-08-11,176,21793,23523
103891,3891,Gold,2024-11-25,8782,48560,48847
103892,3892,Bronze,2021-08-13,2241,54890,36661
103893,3893,Silver,2023-09-03,4601,61390,11334
103894,3894,Bronze,2024-11-01,7108,34994,4143
103895,3895,Silver,2025-05-16,52,78169,22210
103896,3896,Bronze,2021-09-08,5524,41119,31569
103897,3897,Gold,2024-09-16,4389,22956,5988
103898,3898,Bronze,2023-05-11,4563,30830,21055
103899,3899,Gold,2022-03-28,9886,2197,54737
103900,3900,Gold,2024-01-19,9528,28984,31257
103901,3901,Silver,2026-07-04,4290,56112,3270
103902,3902,Bronze,2025-10-26,6726,12402,19241
103903,3903,Bronze,2023-11-27,8277,68591,17165
103904,3904,Bronze,2021-09-14,7488,6814,25964
103905,3905,Gold,2024-09-28,1349,71171,49312
103906,3906,Silver,2025-11-04,5757,54578,16803
103907,3907,Gold,2025-02-28,7657,17319,44527
103908,3908,Gold,2022-02-08,3831,53070,36271
103909,3909,Platinum,2024-01-12,1100,48300,43196
103910,3910,Bronze,2025-03-23,1427,68187,24429
103911,3911,Gold,2025-08-28,9976,74975,2199
103912,3912,Platinum,2026-03-28,2443,59450,31154
103913,3913,Platinum,2023-12-14,2735,75710,55254
103914,3914,Bronze,2025-12-13,8470,40478,21923
103915,3915,Bronze,2022-04-09,7445,73775,25235
103916,3916,Bronze,2023-09-28,3869,47723,26994
103917,3917,Gold,2025-07-01,7018,4460,22115
103918,3918,Gold,2025-03-27,3733,32603,29111
103919,3919,Bronze,2026-04-10,6960,77712,33370
103920,3920,Bronze,2024-11-09,443,52051,31656
103921,3921,Silver,2026-03-30,3456,3016,53570
103922,3922,Silver,2023-08-02,1970,71926,8889
103923,3923,Bronze,2026-06-18,3004,55232,26890
103924,3924,Gold,2024-06-08,7788,75418,42098
103925,3925,Bronze,2023-11-12,1331,2216,50534
103926,3926,Silver,2024-04-09,8324,66562,28239
103927,3927,Bronze,2022-01-05,8231,43286,44318
103928,3928,Silver,2026-06-30,764,50852,30849
103929,3929,Gold,2026-08-03,9382,54456,13392
103930,3930,Bronze,2024-06-10,2771,67606,45455
103931,3931,Silver,2022-12-18,8252,63221,26201
103932,3932,Bronze,2026-05-23,5159,42390,55585
103933,3933,Bronze,2022-10-08,4959,74942,9047
103934,3934,Bronze,2025-04-30,1932,59791,3845
103935,3935,Bronze,2024-10-09,9191,55489,50134
103936,3936,Gold,2023-10-30,1273,71542,56643
103937,3937,Silver,2026-05-13,7254,3998,26681
103938,3938,Bronze,2026-07-23,3060,8120,49973
103939,3939,Bronze,2024-07-14,2668,75843,44313
103940,3940,Gold,2026-07-28,242,62302,12560
103941,3941,Platinum,2025-10-17,9506,76299,11620
103942,3942,Gold,2024-09-02,8338,10597,44099
103943,3943,Platinum,2024-12-08,8790,21037,32147
103944,3944,Bronze,2021-12-14,2521,54977,46034
103945,3945,Bronze,2026-05-21,3343,30689,30385
103946,3946,Bronze,2024-07-13,99,70078,27714
103947,3947,Gold,2024-09-01,5045,34495,11247
103948,3948,Silver,2021-11-12,4783,20774,1979
103949,3949,Bronze,2024-12-28,9688,70297,45020
103950,3950,Platinum,2023-11-03,3840,11516,44208
103951,3951,Gold,2023-04-01,5354,39747,45028
103952,3952,Platinum,2023-03-19,9855,2626,7402
103953,3953,Bronze,2023-05-22,9266,54959,29467
103954,3954,Bronze,2023-03-12,6232,78587,11772
103955,3955,Bronze,2025-08-15,5570,70696,28782
103956,3956,Bronze,2024-08-13,6027,33977,39797
103957,3957,Silver,2023-01-27,4449,30508,36792
103958,3958,Platinum,2023-03-16,4553,32259,53197
103959,3959,Bronze,2025-12-22,2403,9975,30533
103960,3960,Gold,2021-12-17,1829,54401,30898
103961,3961,Silver,2023-09-15,91,50741,41550
103962,3962,Bronze,2022-09-30,4441,29170,44420
103963,3963,Bronze,2024-07-05,8645,76108,56603
103964,3964,Gold,2024-10-26,848,13594,24878
103965,3965,Silver,2024-09-27,4138,76242,47363
103966,3966,Silver,2024-01-22,8372,12309,21533
103967,3967,Bronze,2023-09-15,7352,6179,7499
103968,3968,Silver,2025-05-24,9815,20557,27018
103969,3969,Silver,2023-01-12,696,58593,57660
103970,3970,Bronze,2025-10-22,509,67363,41228
103971,3971,Silver,2021-08-28,8480,8697,29770
103972,3972,Bronze,2025-12-24,2461,69396,10853
103973,3973,Silver,2022-05-26,6793,72224,11393
103974,3974,Silver,2025-03-16,4849,39309,55210
103975,3975,Silver,2026-01-13,494,2621,29992
103976,3976,Bronze,2023-03-02,8317,76050,22208
103977,3977,Platinum,2022-12-29,3012,61301,41375
103978,3978,Bronze,2022-08-22,1233,55012,35378
103979,3979,Bronze,2024-04-28,9704,14823,47135
103980,3980,Silver,2021-09-14,6305,14541,11238
103981,3981,Gold,2023-12-08,6654,51468,8679
103982,3982,Bronze,2023-04-22,542,69618,8747
103983,3983,Gold,2021-08-24,3933,15834,29903
103984,3984,Bronze,2026-02-18,2870,55317,12754
103985,3985,Silver,2022-01-23,4334,36880,17650
103986,3986,Bronze,2024-04-25,9746,50102,41301
103987,3987,Silver,2025-07-27,4146,43879,34204
103988,3988,Silver,2026-02-28,7938,869,5323
103989,3989,Bronze,2024-07-30,4837,18791,19546
103990,3990,Bronze,2025-12-11,6126,28273,26727
103991,3991,Silver,2025-06-16,9593,11899,10237
103992,3992,Platinum,2024-01-13,7512,47840,16295
103993,3993,Bronze,2023-04-03,9032,34999,37347
103994,3994,Silver,2021-11-01,963,32858,39979
103995,3995,Bronze,2024-03-22,7354,200,8641
103996,3996,Platinum,2026-06-16,4811,31856,24604
103997,3997,Bronze,2023-06-15,5051,5608,23064
103998,3998,Bronze,2021-09-18,6961,33633,32848
103999,3999,Gold,2023-06-07,8729,57721,51758
104000,4000,Bronze,2026-04-03,4561,2232,15929
104001,4001,Gold,2024-05-11,4456,66949,35834
104002,4002,Bronze,2026-01-18,5771,74805,29607
104003,4003,Platinum,2023-02-14,4075,67965,24211
104004,4004,Bronze,2024-09-01,6554,53985,9979
104005,4005,Platinum,2024-10-05,2083,30354,28042
104006,4006,Bronze,2021-11-05,6606,60864,39604
104007,4007,Gold,2025-10-05,8666,53544,18592
104008,4008,Silver,2026-05-04,2119,48967,38107
104009,4009,Bronze,2023-05-09,7939,22930,8840
104010,4010,Gold,2025-08-13,4203,24478,39638
104011,4011,Silver,2025-07-22,3023,21829,26917
104012,4012,Silver,2026-02-06,2110,1552,25154
104013,4013,Silver,2023-12-02,1190,59568,37302
104014,4014,Silver,2026-07-15,2898,24891,58493
104015,4015,Bronze,2022-05-20,9998,77433,59551
104016,4016,Gold,2025-12-28,9843,20327,38534
104017,4017,Platinum,2026-04-16,9882,71948,16249
104018,4018,Bronze,2024-05-10,9057,62681,56699
104019,4019,Platinum,2022-07-20,9109,67571,30408
104020,4020,Gold,2026-02-24,7388,24648,24390
104021,4021,Platinum,2026-07-26,7107,1719,19733
104022,4022,Bronze,2025-11-08,4174,68937,11315
104023,4023,Bronze,2021-10-20,4120,79792,53287
104024,4024,Bronze,2025-08-04,5363,26333,39526
104025,4025,Silver,2024-03-09,3106,78676,5546
104026,4026,Bronze,2022-09-22,2065,52850,645
104027,4027,Bronze,2025-02-13,1089,38057,19496
104028,4028,Bronze,2024-08-12,7641,52384,9620
104029,4029,Gold,2023-12-30,1103,40071,48574
104030,4030,Silver,2024-11-18,3716,4524,57063
104031,4031,Bronze,2022-03-18,9240,9369,14268
104032,4032,Bronze,2025-01-20,273,26855,33854
104033,4033,Gold,2024-06-23,8121,42226,9981
104034,4034,Platinum,2024-07-21,8905,61713,8676
104035,4035,Bronze,2024-08-23,8849,57087,42233
104036,4036,Bronze,2025-10-13,6287,39044,10470
104037,4037,Gold,2023-08-22,2218,39008,59545
104038,4038,Bronze,2023-08-03,2479,7389,33986
104039,4039,Bronze,2023-06-10,5518,30525,2030
104040,4040,Silver,2021-10-03,7937,56018,28056
104041,4041,Silver,2025-01-31,1676,34312,36614
104042,4042,Platinum,2025-07-31,6564,16497,59989
104043,4043,Platinum,2024-06-19,8932,4550,42535
104044,4044,Platinum,2025-05-18,6062,52830,34992
104045,4045,Bronze,2022-11-29,70,11264,31054
104046,4046,Silver,2025-02-01,4030,464,29397
104047,4047,Silver,2022-10-13,6701,13273,34484
104048,4048,Silver,2024-05-04,5459,63052,10022
104049,4049,Gold,2025-03-23,4757,981,20291
104050,4050,Bronze,2021-08-18,5035,64423,16883
104051,4051,Bronze,2026-05-10,2676,41779,14780
104052,4052,Platinum,2021-10-08,3181,63297,43284
104053,4053,Silver,2025-03-09,6630,12805,834
104054,4054,Bronze,2025-10-19,8031,65094,12874
104055,4055,Silver,2026-03-02,1200,65154,22912
104056,4056,Bronze,2023-08-31,6865,11393,49648
104057,4057,Silver,2022-01-16,2938,5996,9608
104058,4058,Silver,2026-06-12,9565,78431,47332
104059,4059,Bronze,2026-02-22,3248,67685,31737
104060,4060,Bronze,2025-08-01,7530,5384,12443
104061,4061,Bronze,2022-09-19,3012,38625,55822
104062,4062,Platinum,2023-11-23,4506,58892,18783
104063,4063,Silver,2023-04-28,1,35611,32334
104064,4064,Silver,2022-06-01,7273,70163,27261
104065,4065,Gold,2026-03-02,3694,41415,4304
104066,4066,Platinum,2022-04-25,84,61760,27101
104067,4067,Bronze,2023-12-13,9966,9444,51539
104068,4068,Silver,2023-02-15,558,73154,55923
104069,4069,Gold,2024-07-16,5853,11873,31674
104070,4070,Silver,2021-12-10,2727,70644,38868
104071,4071,Bronze,2022-12-31,4390,46194,25134
104072,4072,Bronze,2024-01-15,4190,4954,39650
104073,4073,Gold,2025-04-07,9147,46501,33350
104074,4074,Bronze,2022-01-02,5674,71482,48626
104075,4075,Bronze,2021-08-24,1563,42168,58667
104076,4076,Gold,2023-01-21,4269,35653,47075
104077,4077,Gold,2021-09-29,6429,48038,16310
104078,4078,Silver,2022-11-13,1916,52315,3073
104079,4079,Silver,2022-12-19,7746,452,3314
104080,4080,Bronze,2023-08-25,9631,32321,58475
104081,4081,Gold,2022-08-18,206,40926,20901
104082,4082,Gold,2021-11-10,1920,70823,18107
104083,4083,Platinum,2025-08-27,4073,79294,51672
104084,4084,Gold,2025-02-24,2451,23458,5336
104085,4085,Gold,2023-07-04,395,27494,38572
104086,4086,Bronze,2024-08-06,2626,5330,15633
104087,4087,Silver,2026-04-16,8912,72803,26171
104088,4088,Silver,2023-02-01,4566,2857,43258
104089,4089,Silver,2021-10-15,8855,1731,9932
104090,4090,Bronze,2024-04-24,2579,79802,45731
104091,4091,Bronze,2026-01-24,6260,37125,45354
104092,4092,Silver,2021-09-24,9835,27185,56816
104093,4093,Bronze,2022-04-10,3878,44998,47240
104094,4094,Silver,2025-08-16,3278,7373,12443
104095,4095,Silver,2024-07-16,7674,39419,17278
104096,4096,Gold,2026-03-13,8243,66583,58982
104097,4097,Bronze,2022-09-17,7077,63982,2789
104098,4098,Silver,2025-09-07,9914,73289,31651
104099,4099,Platinum,2024-10-22,697,78295,11022
104100,4100,Bronze,2023-04-09,1924,78675,45828
104101,4101,Silver,2023-02-12,8861,37081,56731
104102,4102,Bronze,2023-09-27,1505,26274,44613
104103,4103,Gold,2024-03-20,2379,51191,24810
104104,4104,Bronze,2023-02-21,5493,70500,18066
104105,4105,Silver,2023-08-26,9189,6266,22472
104106,4106,Bronze,2025-10-17,6542,31684,12220
104107,4107,Silver,2026-01-16,1825,77956,43004
104108,4108,Silver,2023-03-09,4837,59714,52344
104109,4109,Silver,2023-04-06,2603,19333,1185
104110,4110,Bronze,2025-11-16,9840,61754,44441
104111,4111,Bronze,2024-02-09,7821,35835,23813
104112,4112,Gold,2026-07-22,4854,63047,47605
104113,4113,Silver,2025-03-28,929,69807,44492
104114,4114,Gold,2026-07-02,2254,25880,5238
104115,4115,Silver,2024-01-15,1040,38015,25585
104116,4116,Gold,2021-08-30,9376,44527,47788
104117,4117,Bronze,2022-06-14,4461,55310,57435
104118,4118,Gold,2023-04-28,6348,53600,8668
104119,4119,Gold,2023-08-08,2945,32631,21411
104120,4120,Gold,2021-10-18,9440,49373,181
104121,4121,Bronze,2025-07-09,222,18170,49089
104122,4122,Bronze,2023-02-08,8759,39579,1077
104123,4123,Bronze,2026-05-18,7965,72913,59455
104124,4124,Silver,2023-04-10,3540,50990,33877
104125,4125,Silver,2024-05-09,5417,6893,25779
104126,4126,Bronze,2025-03-18,6491,51979,15643
104127,4127,Silver,2026-06-02,137,48723,2884
104128,4128,Bronze,2023-06-26,8698,11598,42400
104129,4129,Silver,2022-01-25,4357,1150,40884
104130,4130,Silver,2023-11-08,1977,1535,56333
104131,4131,Bronze,2025-12-02,717,77742,7750
104132,4132,Platinum,2022-04-09,961,31197,41883
104133,4133,Bronze,2021-12-08,5977,17828,1527
104134,4134,Silver,2024-05-02,5553,20819,45125
104135,4135,Bronze,2025-03-20,7537,48731,37252
104136,4136,Silver,2024-10-05,9788,48159,15156
104137,4137,Gold,2022-07-15,9412,24567,25717
104138,4138,Bronze,2024-12-08,8739,56511,2817
104139,4139,Bronze,2023-12-28,7593,45820,53393
104140,4140,Platinum,2022-08-14,4837,42263,16894
104141,4141,Gold,2024-12-17,9675,18065,2873
104142,4142,Bronze,2022-03-05,9123,79395,18449
104143,4143,Silver,2026-07-26,5396,29608,33672
104144,4144,Bronze,2022-12-29,9133,2235,41328
104145,4145,Silver,2024-06-03,8978,78119,25512
104146,4146,Bronze,2021-08-22,5740,69488,13851
104147,4147,Bronze,2025-09-02,4636,43376,26092
104148,4148,Platinum,2025-05-18,2570,22103,39132
104149,4149,Gold,2025-08-04,6078,19683,8083
104150,4150,Silver,2026-06-26,8110,6959,20637
104151,4151,Silver,2025-07-22,6224,1682,15383
104152,4152,Platinum,2021-11-27,6691,13541,53140
104153,4153,Silver,2026-07-08,2286,40679,35504
104154,4154,Silver,2023-12-03,7334,1474,19420
104155,4155,Silver,2023-10-03,2527,55359,59100
104156,4156,Platinum,2026-02-01,262,17281,12893
104157,4157,Bronze,2022-05-18,1030,48068,33028
104158,4158,Bronze,2023-09-02,1163,49181,13044
104159,4159,Silver,2026-01-19,1111,57931,15099
104160,4160,Silver,2022-08-23,1477,55564,32574
104161,4161,Gold,2024-09-22,5177,55575,3536
104162,4162,Bronze,2022-09-02,7209,75083,4052
104163,4163,Bronze,2024-03-22,2936,33609,19806
104164,4164,Bronze,2022-07-17,4018,77528,21390
104165,4165,Bronze,2024-06-01,9292,34879,3710
104166,4166,Gold,2023-08-08,4328,47989,14011
104167,4167,Bronze,2022-04-14,5240,61381,38241
104168,4168,Bronze,2025-10-31,7540,16236,37530
104169,4169,Platinum,2024-03-25,1309,68875,41761
104170,4170,Silver,2023-11-04,6518,57080,48732
104171,4171,Platinum,2022-07-24,6629,76218,14077
104172,4172,Silver,2025-08-27,6362,16229,36289
104173,4173,Bronze,2025-09-24,5280,79696,32433
104174,4174,Bronze,2023-12-20,9167,60393,25951
104175,4175,Silver,2022-07-27,113,49154,45001
104176,4176,Silver,2021-12-18,3043,31935,48895
104177,4177,Silver,2026-07-16,7766,11726,35524
104178,4178,Bronze,2025-12-07,97,13241,36940
104179,4179,Bronze,2026-06-20,418,79198,23585
104180,4180,Silver,2026-05-16,3963,28544,12429
104181,4181,Gold,2024-11-05,2353,79228,45783
104182,4182,Silver,2025-11-19,2183,27668,37062
104183,4183,Platinum,2023-06-09,6633,37992,16978
104184,4184,Bronze,2021-12-11,9186,17581,21113
104185,4185,Bronze,2025-09-07,2684,51845,52684
104186,4186,Gold,2024-06-01,7539,49391,40456
104187,4187,Gold,2022-03-19,3061,33954,10835
104188,4188,Silver,2022-06-07,3879,20999,14669
104189,4189,Gold,2026-06-23,5540,18540,3062
104190,4190,Bronze,2023-11-19,2987,2943,37698
104191,4191,Bronze,2022-01-13,2,8653,27740
104192,4192,Silver,2026-07-21,3734,23062,33833
104193,4193,Bronze,2022-07-24,2265,27942,19459
104194,4194,Silver,2026-01-17,1156,79352,38731
104195,4195,Silver,2024-03-10,9963,1291,52408
104196,4196,Silver,2024-03-22,5429,42184,56493
104197,4197,Bronze,2025-08-07,4402,44939,8312
104198,4198,Gold,2022-01-29,943,58107,21207
104199,4199,Silver,2024-05-24,9983,9201,13221
104200,4200,Silver,2025-05-10,3623,16394,1930
104201,4201,Bronze,2022-12-17,6444,37369,16112
104202,4202,Bronze,2025-10-03,2535,24257,50689
104203,4203,Gold,2023-11-17,2466,16914,32293
104204,4204,Silver,2023-02-07,7649,28718,13353
104205,4205,Platinum,2023-07-02,6785,66452,45864
104206,4206,Platinum,2024-08-06,6527,52765,19578
104207,4207,Gold,2024-03-10,463,58158,226
104208,4208,Bronze,2022-06-29,5922,6962,15600
104209,4209,Bronze,2024-02-07,566,44016,40262
104210,4210,Bronze,2026-03-14,8248,39976,8865
104211,4211,Silver,2021-08-20,1389,5027,41963
104212,4212,Silver,2022-07-20,4874,7131,8668
104213,4213,Gold,2023-06-21,4427,2525,44262
104214,4214,Silver,2021-09-09,7116,62128,51216
104215,4215,Gold,2023-08-09,8295,21989,28051
104216,4216,Silver,2021-08-06,2256,48760,37301
104217,4217,Platinum,2023-12-09,7040,21058,903
104218,4218,Gold,2024-04-11,4015,53162,12511
104219,4219,Gold,2024-11-21,5846,52992,57870
104220,4220,Platinum,2023-07-24,4298,54052,47771
104221,4221,Bronze,2022-04-30,9399,58796,17515
104222,4222,Bronze,2022-11-04,7957,76934,13688
104223,4223,Bronze,2025-01-25,3564,77049,45808
104224,4224,Gold,2024-09-11,7936,75376,54961
104225,4225,Silver,2021-08-22,4551,78501,51746
104226,4226,Bronze,2022-03-17,9809,66433,28000
104227,4227,Bronze,2023-04-06,5160,41201,931
104228,4228,Gold,2025-09-14,9784,27302,9366
104229,4229,Gold,2023-05-27,7151,38975,14187
104230,4230,Bronze,2026-03-25,3644,77495,16859
104231,4231,Gold,2022-05-18,1661,17239,6608
104232,4232,Bronze,2025-05-29,8979,76871,46130
104233,4233,Platinum,2021-09-16,8743,9881,43288
104234,4234,Gold,2026-02-10,1709,43294,40364
104235,4235,Bronze,2026-07-24,5561,29981,16480
104236,4236,Bronze,2025-05-20,1199,24014,44895
104237,4237,Silver,2024-11-30,2676,18118,59612
104238,4238,Bronze,2025-09-08,9692,69706,46084
104239,4239,Platinum,2026-02-17,8154,39444,11313
104240,4240,Gold,2023-07-24,2647,44796,26063
104241,4241,Gold,2022-04-09,8257,64547,4208
104242,4242,Gold,2024-05-10,8211,69090,9263
104243,4243,Platinum,2024-01-29,2109,26973,29507
104244,4244,Silver,2024-04-26,8946,63418,3788
104245,4245,Bronze,2021-08-27,8956,38127,4416
104246,4246,Bronze,2025-08-13,810,50486,45713
104247,4247,Bronze,2022-03-28,3275,33578,37718
104248,4248,Silver,2022-06-27,6566,40201,30640
104249,4249,Gold,2024-01-07,9420,78672,35158
104250,4250,Platinum,2026-06-28,4440,51403,1605
104251,4251,Gold,2022-05-29,5317,67643,28074
104252,4252,Silver,2026-06-28,4412,74466,50793
104253,4253,Gold,2022-12-26,3158,71085,15823
104254,4254,Platinum,2022-05-04,7287,20306,13194
104255,4255,Bronze,2022-07-14,1955,6744,55011
104256,4256,Silver,2024-11-03,9403,18542,27340
104257,4257,Bronze,2023-08-13,6566,17455,485
104258,4258,Bronze,2023-02-02,5286,46804,59039
104259,4259,Bronze,2024-07-13,7366,66496,26630
104260,4260,Platinum,2024-01-14,5415,65539,43614
104261,4261,Platinum,2025-03-15,6530,42367,21481
104262,4262,Gold,2022-09-17,5873,64788,23072
104263,4263,Bronze,2025-09-23,2820,33492,30818
104264,4264,Silver,2024-01-10,93,997,3427
104265,4265,Bronze,2021-12-17,7313,44347,34145
104266,4266,Gold,2025-12-30,6798,69693,56088
104267,4267,Bronze,2024-07-19,941,46946,4672
104268,4268,Silver,2024-01-03,5781,33569,21305
104269,4269,Bronze,2022-05-10,2869,33744,56464
104270,4270,Bronze,2024-01-10,1125,67247,38582
104271,4271,Silver,2024-02-22,4851,747,9418
104272,4272,Gold,2025-09-18,3304,26522,34687
104273,4273,Silver,2024-08-07,8755,55910,1113
104274,4274,Silver,2025-06-03,3823,41817,53777
104275,4275,Silver,2026-07-16,686,8426,29663
104276,4276,Bronze,2025-03-02,4016,53604,12713
104277,4277,Bronze,2022-08-15,4887,35198,10084
104278,4278,Platinum,2025-08-18,8399,53998,3982
104279,4279,Bronze,2026-04-07,5452,6458,35425
104280,4280,Silver,2025-06-11,8760,29373,1992
104281,4281,Platinum,2022-09-10,4554,9165,13932
104282,4282,Bronze,2025-04-21,9476,1688,38265
104283,4283,Gold,2024-06-10,1084,79713,31170
104284,4284,Silver,2023-10-13,9434,63929,8842
104285,4285,Gold,2025-10-17,5515,20135,36388
104286,4286,Bronze,2026-05-17,3436,47623,25509
104287,4287,Silver,2026-02-02,8628,1827,19583
104288,4288,Bronze,2022-04-06,692,60922,13411
104289,4289,Bronze,2024-09-21,6187,64606,19605
104290,4290,Platinum,2025-02-18,232,75209,21093
